Chromosome	Start	End
2	3050181	3050416
2	3118181	3118296
2	3123681	3123776
2	3124911	3124986
2	3133626	3133721
2	3139786	3139881
2	3178381	3178466
2	3215741	3215816
2	3228561	3228641
2	3229136	3229301
2	3283846	3284001
2	3284846	3285031
2	3327446	3327626
2	3332296	3332556
2	3332676	3332816
2	3332981	3333136
2	3336026	3336211
2	3349086	3349236
2	3408786	3408871
2	3419121	3419236
2	3423936	3424226
2	3424336	3424571
2	3435521	3435606
2	3452921	3453011
2	3456756	3456836
2	3474461	3474556
2	3494781	3494896
2	3497236	3497311
2	3499061	3499151
2	3512121	3512226
2	3512326	3512421
2	3512501	3512826
2	3512926	3513326
2	3541966	3542051
2	3570811	3570916
2	3576476	3576571
2	3609046	3609196
2	3633181	3633271
2	3656261	3656351
2	3658001	3658091
2	3668831	3668941
2	3685061	3685141
2	3713256	3713606
2	3713676	3713771
2	3713946	3714111
2	3736341	3736436
2	3749146	3749231
2	3749496	3749616
2	3752566	3752661
2	3759651	3759756
2	3764421	3764506
2	3769391	3769491
2	3769936	3770091
2	3772326	3772416
2	3788121	3788251
2	3800146	3800251
2	3800731	3800826
2	3822341	3822431
2	3865456	3865531
2	3871886	3872001
2	3872536	3872616
2	3873296	3873386
2	3887896	3888106
2	3888751	3888941
2	3947666	3947761
2	4018436	4018731
2	4019236	4019416
2	4042201	4042351
2	4074501	4074611
2	4081861	4081936
2	4142526	4142601
2	4152641	4152746
2	4153306	4153551
2	4154236	4154331
2	4164931	4165026
2	4167336	4167431
2	4195686	4195776
2	4218956	4219046
2	4222101	4222186
2	4222286	4222486
2	4228691	4228801
2	4228931	4229021
2	4232981	4233166
2	4243621	4243716
2	4249771	4249866
2	4253551	4253671
2	4260756	4261051
2	4279136	4279211
2	4282981	4283071
2	4286341	4286501
2	4286931	4287021
2	4298626	4298706
2	4298861	4299186
2	4303816	4303891
2	4330316	4330426
2	4338486	4338611
2	4344541	4344631
2	4356251	4356351
2	4359476	4359571
2	4391911	4392001
2	4401516	4401696
2	4401976	4402111
2	4402386	4402641
2	4414241	4414346
2	4419611	4419701
2	4420841	4421016
2	4421261	4421336
2	4428381	4428476
2	4436591	4436711
2	4437031	4437296
2	4452766	4453121
2	4453446	4453536
2	4461086	4461181
2	4461566	4461661
2	4462041	4462136
2	4462651	4462746
2	4466571	4466646
2	4476211	4476296
2	4481251	4481371
2	4489581	4489681
2	4491686	4491921
2	4492451	4492551
2	4492646	4492821
2	4499411	4499521
2	4500266	4500361
2	4509201	4509306
2	4509956	4510051
2	4512766	4512866
2	4517686	4517771
2	4523096	4523186
2	4539871	4540021
2	4542196	4542291
2	4542726	4542826
2	4555451	4555541
2	4557151	4557251
2	4557561	4557656
2	4558996	4559191
2	4559386	4559471
2	4559781	4559881
2	4560031	4560106
2	4563001	4563121
2	4572346	4572521
2	4573551	4573661
2	4575336	4575521
2	4593581	4593671
2	4593976	4594066
2	4603241	4603321
2	4606076	4606171
2	4611351	4611501
2	4615836	4615936
2	4627626	4627701
2	4628411	4628496
2	4636751	4636841
2	4647736	4647831
2	4651721	4652171
2	4669886	4669986
2	4716621	4716766
2	4717426	4717521
2	4724441	4724521
2	4724921	4725001
2	4744451	4744536
2	4755681	4755791
2	4760931	4761021
2	4780981	4781071
2	4782116	4782291
2	4791841	4791921
2	4799036	4799216
2	4817936	4818046
2	4819926	4820006
2	4824071	4824166
2	4824271	4824366
