	ranges_bin	norm_signal	pre_signal	post_signal	surround_signal	enrichment_factor1	enrichment_factor2
0	[3005068, 3005313)	6.0	0.0	1.4	1.4	4.285714285714286	7.94616740071039
1	[3005598, 3006003)	39.391304347826086	2.0	0.0	2.0	19.695652173913043	52.16831641335952
2	[3010133, 3010338)	4.066666666666666	1.4545454545454546	1.0	2.4545454545454546	1.65679012345679	5.385735682703709
3	[3010708, 3010803)	4.5	1.8333333333333333	0.8	2.6333333333333333	1.7088607594936709	5.959625550532793
4	[3113483, 3113558)	3.5	0.42857142857142855	0.7	1.1285714285714286	3.1012658227848102	4.635264317081061
5	[3113778, 3113858)	3.0	0.5555555555555556	1.0833333333333333	1.6388888888888888	1.8305084745762712	3.973083700355195
6	[3115743, 3115818)	2.3	1.1111111111111112	0.16666666666666666	1.277777777777778	1.7999999999999996	3.0460308369389826
7	[3117963, 3118803)	4.219512195121951	1.625	1.1111111111111112	2.736111111111111	1.542156741364368	5.588158375296332
8	[3222088, 3222193)	3.1666666666666665	0.7272727272727273	0.2222222222222222	0.9494949494949495	3.335106382978723	4.19381057259715
9	[3222378, 3222473)	2.230769230769231	0.8571428571428571	1.7142857142857142	2.571428571428571	0.8675213675213677	2.9543442900077093
10	[3257928, 3258023)	6.0	1.0	0.125	1.125	5.333333333333333	7.94616740071039
11	[3280733, 3280888)	5.384615384615385	0.0	1.0	1.0	5.384615384615385	7.131175872432403
12	[3280953, 3281048)	3.3333333333333335	1.7	1.3333333333333333	3.033333333333333	1.098901098901099	4.414537444839106
13	[3336653, 3337198)	2.6233766233766236	0.75	0.32	1.07	2.4517538536230123	3.4742983007435044
14	[3337478, 3337618)	1.5294117647058822	0.36363636363636365	0.8888888888888888	1.2525252525252526	1.2210626185958253	2.025493651161472
15	[3337738, 3337813)	2.5714285714285716	1.0909090909090908	0.8	1.8909090909090909	1.35989010989011	3.4055003145901677
16	[3360073, 3360268)	3.2222222222222223	1.4285714285714286	1.5714285714285714	3.0	1.0740740740740742	4.267386196677802
17	[3382673, 3382768)	4.857142857142857	0.0	0.8333333333333334	0.8333333333333334	5.828571428571428	6.432611705336982
18	[3382913, 3383083)	3.0434782608695654	0.7142857142857143	0.47058823529411764	1.184873949579832	2.568609312365094	4.030664623548749
19	[3383448, 3383543)	7.3	0.5714285714285714	1.1	1.6714285714285715	4.367521367521367	9.667837004197642
20	[3383808, 3383903)	3.6666666666666665	2.1666666666666665	1.4	3.5666666666666664	1.0280373831775702	4.855991189323016
21	[3415608, 3415683)	2.125	1.2857142857142858	1.5714285714285714	2.857142857142857	0.74375	2.81426762108493
22	[3441098, 3441198)	4.25	1.6666666666666667	0.5	2.166666666666667	1.9615384615384612	5.62853524216986
23	[3449693, 3449773)	3.7142857142857144	1.2	1.1428571428571428	2.3428571428571425	1.5853658536585369	4.919056009963575
24	[3481438, 3481518)	5.166666666666667	1.1666666666666667	0.5	1.6666666666666667	3.1	6.842533039500615
25	[3490828, 3490958)	3.8125	0.8	0.14285714285714285	0.9428571428571428	4.043560606060606	5.049127202534727
26	[3495328, 3495418)	4.714285714285714	0.5	0.0	0.5	9.428571428571429	6.243417243415307
27	[3498698, 3498783)	4.5	1.0	3.0	4.0	1.125	5.959625550532793
28	[3498953, 3499293)	2.4130434782608696	0.75	1.5	2.25	1.0724637681159421	3.1957412372422223
29	[3507068, 3507513)	3.549019607843137	1.75	0.25	2.0	1.7745098039215685	4.700183985387518
30	[3507608, 3507848)	1.7608695652173914	0.5	1.2	1.7	1.0358056265984654	2.332027389338919
31	[3508083, 3508173)	1.25	0.75	0.21052631578947367	0.9605263157894737	1.3013698630136987	1.6554515418146647
32	[3508288, 3508468)	2.2857142857142856	0.29411764705882354	1.0833333333333333	1.3774509803921569	1.6593797661413319	3.027111390746815
33	[3508673, 3508768)	3.857142857142857	1.6	2.6	4.2	0.9183673469387755	5.108250471885251
34	[3509163, 3509258)	3.2222222222222223	2.25	0.4444444444444444	2.6944444444444446	1.1958762886597938	4.267386196677802
35	[3542683, 3542778)	1.4444444444444444	0.8461538461538461	0.5454545454545454	1.3916083916083917	1.037967615857063	1.9129662260969458
36	[3690608, 3690698)	2.7777777777777777	1.8333333333333333	0.8571428571428571	2.6904761904761902	1.032448377581121	3.678781204032588
37	[3761228, 3761338)	2.5	0.6	2.142857142857143	2.742857142857143	0.9114583333333334	3.3109030836293294
38	[3858263, 3858368)	2.4166666666666665	0.9	0.8571428571428571	1.7571428571428571	1.3753387533875339	3.2005396475083514
39	[3896933, 3897048)	3.769230769230769	1.0	1.5	2.5	1.5076923076923077	4.991823110702681
40	[3901878, 3901968)	4.5	0.0	0.0	0.0	0.0	5.959625550532793
41	[3933888, 3933983)	4.625	0.0	0.0	0.0	0.0	6.125170704714259
42	[3976173, 3976313)	2.75	2.2	1.4	3.6	0.7638888888888888	3.6419933919922625
43	[4050008, 4050088)	6.0	0.2727272727272727	0.0	0.2727272727272727	22.0	7.94616740071039
44	[4097853, 4097943)	3.857142857142857	1.4285714285714286	1.375	2.803571428571429	1.375796178343949	5.108250471885251
45	[4120168, 4120243)	2.6363636363636362	1.5	0.3333333333333333	1.8333333333333333	1.43801652892562	3.491497797281838
46	[4238923, 4239018)	4.125	1.2857142857142858	0.25	1.5357142857142858	2.686046511627907	5.462990087988393
47	[4244383, 4244533)	2.857142857142857	2.0	1.8571428571428572	3.857142857142857	0.7407407407407407	3.7838892384335194
48	[4276528, 4276618)	3.9	1.25	0.8888888888888888	2.138888888888889	1.8233766233766233	5.165008810461754
49	[4278468, 4278593)	2.8333333333333335	2.4285714285714284	1.0	3.4285714285714284	0.826388888888889	3.75235682811324
50	[4352813, 4352993)	3.7083333333333335	3.4	0.5625	3.9625	0.9358569926393271	4.911172907383506
51	[4353178, 4353688)	3.2	0.1111111111111111	0.4444444444444444	0.5555555555555556	5.76	4.237955947045542
52	[4369273, 4369378)	5.0	4.0	3.5	7.5	0.6666666666666666	6.621806167258659
53	[4370843, 4370938)	2.4166666666666665	0.8333333333333334	2.3333333333333335	3.166666666666667	0.763157894736842	3.2005396475083514
54	[4375513, 4375703)	3.6296296296296298	1.0	1.2142857142857142	2.2142857142857144	1.6391875746714457	4.806940773269249
55	[4375768, 4376008)	2.3142857142857145	1.0833333333333333	0.0	1.0833333333333333	2.1362637362637367	3.064950283131151
56	[4401803, 4401903)	5.6	1.0	1.625	2.625	2.1333333333333333	7.4164229073296974
57	[4404133, 4404228)	4.0	1.1428571428571428	1.0	2.142857142857143	1.8666666666666667	5.2974449338069265
58	[4440933, 4441028)	4.666666666666667	2.4	0.4	2.8	1.666666666666667	6.180352422774749
