	ranges_bin	norm_signal	pre_signal	post_signal	surround_signal	enrichment_factor1	enrichment_factor2
0	[3005068, 3005313)	6.0	0.0	1.4	1.4	4.285714285714286	7.94616740071039
1	[3005598, 3006003)	39.391304347826086	2.0	0.0	2.0	19.695652173913043	52.16831641335952
2	[3010148, 3010338)	4.916666666666667	1.25	1.0	2.25	2.185185185185185	6.511442731137682
3	[3010713, 3010803)	4.5	2.0	0.8	2.8	1.6071428571428572	5.959625550532793
4	[3117958, 3118483)	5.36734693877551	2.0	1.7	3.7	1.4506343077771648	7.1083062122001115
5	[3118543, 3118793)	2.923076923076923	1.8181818181818181	1.0	2.8181818181818183	1.0372208436724564	3.8712097593204464
6	[3222093, 3222188)	3.090909090909091	0.7272727272727273	0.6666666666666666	1.393939393939394	2.2173913043478257	4.093480176123534
7	[3222378, 3222468)	2.4166666666666665	0.8571428571428571	1.7142857142857142	2.571428571428571	0.9398148148148149	3.2005396475083514
8	[3257933, 3258023)	6.0	1.0	0.125	1.125	5.333333333333333	7.94616740071039
9	[3280743, 3280878)	5.454545454545454	1.75	1.1111111111111112	2.861111111111111	1.906443071491615	7.223788546100354
10	[3280953, 3281048)	3.3333333333333335	1.7	1.3333333333333333	3.033333333333333	1.098901098901099	4.414537444839106
11	[3336648, 3337198)	2.6233766233766236	0.75	0.32	1.07	2.4517538536230123	3.4742983007435044
12	[3337488, 3337618)	1.5806451612903225	0.42857142857142855	0.8888888888888888	1.3174603174603174	1.1997668091721725	2.093345175455963
13	[3360068, 3360268)	3.2222222222222223	1.4285714285714286	1.5714285714285714	3.0	1.0740740740740742	4.267386196677802
14	[3382673, 3382758)	6.6	0.0	0.8571428571428571	0.8571428571428571	7.7	8.740784140781429
15	[3382913, 3383068)	3.3333333333333335	0.7142857142857143	0.47058823529411764	1.184873949579832	2.8132387706855795	4.414537444839106
16	[3383443, 3383543)	7.3	0.5333333333333333	1.1	1.6333333333333333	4.469387755102041	9.667837004197642
17	[3383808, 3383903)	3.6666666666666665	2.1666666666666665	1.4	3.5666666666666664	1.0280373831775702	4.855991189323016
18	[3441103, 3441188)	4.857142857142857	2.0	0.4	2.4	2.0238095238095237	6.432611705336982
19	[3490823, 3490953)	3.8125	1.0	0.0	1.0	3.8125	5.049127202534727
20	[3495338, 3495418)	4.666666666666667	1.75	0.0	1.75	2.666666666666667	6.180352422774749
21	[3498963, 3499288)	2.4130434782608696	0.75	1.5	2.25	1.0724637681159421	3.1957412372422223
22	[3507083, 3507508)	3.58	1.75	0.5	2.25	1.5911111111111111	4.7412132157572
23	[3507618, 3507838)	1.951219512195122	0.3333333333333333	1.1428571428571428	1.476190476190476	1.3217938630999213	2.584119479905818
24	[3508093, 3508168)	1.2857142857142858	0.8571428571428571	0.2	1.0571428571428572	1.2162162162162162	1.7027501572950838
25	[3508293, 3508443)	2.28	0.3333333333333333	1.6666666666666667	2.0	1.14	3.019543612269948
26	[3508673, 3508763)	3.857142857142857	1.6	2.6	4.2	0.9183673469387755	5.108250471885251
27	[3509163, 3509253)	3.2222222222222223	2.25	0.375	2.625	1.2275132275132274	4.267386196677802
28	[3542688, 3542768)	1.5	0.7857142857142857	0.6666666666666666	1.4523809523809523	1.0327868852459017	1.9865418501775975
29	[3858273, 3858363)	2.6363636363636362	0.9	0.5	1.4	1.8831168831168832	3.491497797281838
30	[3896938, 3897053)	3.769230769230769	1.0	2.0	3.0	1.2564102564102564	4.991823110702681
31	[3901893, 3901968)	4.5	0.0	0.0	0.0	0.0	5.959625550532793
32	[3933888, 3933983)	4.625	0.0	0.0	0.0	0.0	6.125170704714259
33	[3976168, 3976313)	2.857142857142857	1.2	1.4	2.5999999999999996	1.098901098901099	3.7838892384335194
34	[4050008, 4050083)	7.5	0.2727272727272727	0.0	0.2727272727272727	27.500000000000004	9.932709250887989
35	[4097853, 4097938)	3.857142857142857	1.4285714285714286	1.375	2.803571428571429	1.375796178343949	5.108250471885251
36	[4238923, 4239018)	4.125	1.2857142857142858	0.25	1.5357142857142858	2.686046511627907	5.462990087988393
37	[4244398, 4244533)	3.25	1.8888888888888888	1.8571428571428572	3.746031746031746	0.8675847457627118	4.304174008718128
38	[4276518, 4276628)	3.5833333333333335	1.1666666666666667	1.0	2.166666666666667	1.6538461538461537	4.745627753202039
39	[4278503, 4278593)	2.75	2.4444444444444446	1.0	3.4444444444444446	0.7983870967741935	3.6419933919922625
40	[4352823, 4352983)	3.869565217391304	2.8333333333333335	0.6	3.4333333333333336	1.1270578303081469	5.1247021642262665
41	[4353188, 4353683)	3.21875	0.3333333333333333	0.0	0.3333333333333333	9.65625	4.262787720172762
42	[4369273, 4369373)	5.0	4.0	3.5	7.5	0.6666666666666666	6.621806167258659
43	[4370848, 4370938)	2.6363636363636362	0.7142857142857143	2.3333333333333335	3.047619047619048	0.865056818181818	3.491497797281838
44	[4375518, 4375683)	3.75	1.0	1.6363636363636365	2.6363636363636367	1.4224137931034482	4.966354625443994
45	[4375778, 4376003)	2.176470588235294	1.5	0.0	1.5	1.4509803921568627	2.88243327280671
46	[4401803, 4401903)	5.6	1.0	1.625	2.625	2.1333333333333333	7.4164229073296974
47	[4404143, 4404218)	4.666666666666667	1.5	1.0	2.5	1.8666666666666667	6.180352422774749
48	[4440933, 4441028)	4.666666666666667	2.4	0.4	2.8	1.666666666666667	6.180352422774749
49	[4466568, 4466643)	3.3333333333333335	1.8	1.625	3.425	0.9732360097323602	4.414537444839106
50	[4505823, 4505898)	1.8888888888888888	1.7142857142857142	1.4285714285714286	3.142857142857143	0.601010101010101	2.5015712187421597
51	[4523023, 4523103)	2.375	4.25	1.25	5.5	0.4318181818181818	3.145357929447863
52	[4566938, 4567023)	3.125	0.25	1.1111111111111112	1.3611111111111112	2.2959183673469385	4.138628854536662
53	[4592083, 4592263)	3.1052631578947367	2.125	1.5	3.625	0.8566243194192377	4.112490145981693
54	[4634768, 4635038)	2.725	0.42857142857142855	0.7619047619047619	1.1904761904761905	2.289	3.608884361155969
55	[4635153, 4635253)	1.7	0.7222222222222222	0.5714285714285714	1.2936507936507935	1.314110429447853	2.251414096867944
56	[4635623, 4635733)	2.6153846153846154	1.3076923076923077	1.4285714285714286	2.7362637362637363	0.9558232931726908	3.463713995181452
57	[4642468, 4642558)	3.25	1.5	2.0	3.5	0.9285714285714286	4.304174008718128
58	[4652378, 4652453)	3.6666666666666665	1.6666666666666667	0.625	2.291666666666667	1.5999999999999996	4.855991189323016
59	[4653743, 4653838)	2.5833333333333335	0.7777777777777778	2.142857142857143	2.9206349206349205	0.8845108695652175	3.4212665197503074
60	[4656983, 4657108)	3.3333333333333335	1.3333333333333333	1.0833333333333333	2.4166666666666665	1.3793103448275863	4.414537444839106
